tab 	magic_measurements
er_citation_names	magic_method_codes	magic_software_packages	measurement_number	measurement_standard	measurement_temp	er_sample_name	treatment_temp	magic_instrument_codes	er_location_name	measurement_flag	magic_experiment_name	er_site_name	er_specimen_name	treatment_dc_field	measurement_magn_moment	er_scientist_mail_names	measurement_lab_field_dc
This study	LP-HYS	pmagpy-1.57b	356	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.599e-08		-8.474e-02
This study	LP-HYS	pmagpy-1.57b	357	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.549e-08		-8.074e-02
This study	LP-HYS	pmagpy-1.57b	358	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.499e-08		-7.672e-02
This study	LP-HYS	pmagpy-1.57b	359	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.440e-08		-7.273e-02
This study	LP-HYS	pmagpy-1.57b	360	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.381e-08		-6.874e-02
This study	LP-HYS	pmagpy-1.57b	361	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.326e-08		-6.475e-02
This study	LP-HYS	pmagpy-1.57b	362	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.260e-08		-6.076e-02
This study	LP-HYS	pmagpy-1.57b	363	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.189e-08		-5.675e-02
This study	LP-HYS	pmagpy-1.57b	364	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.120e-08		-5.274e-02
This study	LP-HYS	pmagpy-1.57b	365	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.041e-08		-4.874e-02
This study	LP-HYS	pmagpy-1.57b	366	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-1.965e-08		-4.474e-02
This study	LP-HYS	pmagpy-1.57b	367	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-1.884e-08		-4.075e-02
This study	LP-HYS	pmagpy-1.57b	368	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-1.795e-08		-3.677e-02
This study	LP-HYS	pmagpy-1.57b	369	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-1.704e-08		-3.279e-02
This study	LP-HYS	pmagpy-1.57b	370	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-1.606e-08		-2.874e-02
This study	LP-HYS	pmagpy-1.57b	371	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-1.496e-08		-2.474e-02
This study	LP-HYS	pmagpy-1.57b	372	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-1.385e-08		-2.075e-02
This study	LP-HYS	pmagpy-1.57b	373	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-1.257e-08		-1.674e-02
This study	LP-HYS	pmagpy-1.57b	374	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-1.128e-08		-1.274e-02
This study	LP-HYS	pmagpy-1.57b	375	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-9.833e-09		-8.742e-03
This study	LP-HYS	pmagpy-1.57b	376	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-8.235e-09		-4.739e-03
This study	LP-HYS	pmagpy-1.57b	377	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-6.384e-09		-7.346e-04
This study	LP-HYS	pmagpy-1.57b	378	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-4.357e-09		3.253e-03
This study	LP-HYS	pmagpy-1.57b	379	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-2.450e-09		7.247e-03
This study	LP-HYS	pmagpy-1.57b	380	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		-5.276e-10		1.124e-02
This study	LP-HYS	pmagpy-1.57b	381	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		1.328e-09		1.523e-02
This study	LP-HYS	pmagpy-1.57b	382	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.995e-09		1.923e-02
This study	LP-HYS	pmagpy-1.57b	383	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		4.617e-09		2.323e-02
This study	LP-HYS	pmagpy-1.57b	384	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		6.168e-09		2.722e-02
This study	LP-HYS	pmagpy-1.57b	385	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		7.620e-09		3.123e-02
This study	LP-HYS	pmagpy-1.57b	386	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		8.930e-09		3.524e-02
This study	LP-HYS	pmagpy-1.57b	387	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		1.021e-08		3.924e-02
This study	LP-HYS	pmagpy-1.57b	388	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		1.158e-08		4.323e-02
This study	LP-HYS	pmagpy-1.57b	389	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		1.268e-08		4.724e-02
This study	LP-HYS	pmagpy-1.57b	390	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		1.383e-08		5.126e-02
This study	LP-HYS	pmagpy-1.57b	391	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		1.504e-08		5.524e-02
This study	LP-HYS	pmagpy-1.57b	392	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		1.607e-08		5.923e-02
This study	LP-HYS	pmagpy-1.57b	393	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		1.702e-08		6.324e-02
This study	LP-HYS	pmagpy-1.57b	394	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		1.795e-08		6.723e-02
This study	LP-HYS	pmagpy-1.57b	395	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		1.889e-08		7.121e-02
This study	LP-HYS	pmagpy-1.57b	396	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		1.976e-08		7.521e-02
This study	LP-HYS	pmagpy-1.57b	397	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.059e-08		7.921e-02
This study	LP-HYS	pmagpy-1.57b	398	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.142e-08		8.321e-02
This study	LP-HYS	pmagpy-1.57b	399	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.218e-08		8.721e-02
This study	LP-HYS	pmagpy-1.57b	400	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.290e-08		9.120e-02
This study	LP-HYS	pmagpy-1.57b	401	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.363e-08		9.522e-02
This study	LP-HYS	pmagpy-1.57b	402	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.422e-08		9.923e-02
This study	LP-HYS	pmagpy-1.57b	403	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.486e-08		1.032e-01
This study	LP-HYS	pmagpy-1.57b	404	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.550e-08		1.072e-01
This study	LP-HYS	pmagpy-1.57b	405	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.609e-08		1.112e-01
This study	LP-HYS	pmagpy-1.57b	406	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.659e-08		1.152e-01
This study	LP-HYS	pmagpy-1.57b	407	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.715e-08		1.192e-01
This study	LP-HYS	pmagpy-1.57b	408	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.767e-08		1.232e-01
This study	LP-HYS	pmagpy-1.57b	409	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.811e-08		1.272e-01
This study	LP-HYS	pmagpy-1.57b	410	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.853e-08		1.312e-01
This study	LP-HYS	pmagpy-1.57b	411	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.897e-08		1.352e-01
This study	LP-HYS	pmagpy-1.57b	412	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.940e-08		1.392e-01
This study	LP-HYS	pmagpy-1.57b	413	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		2.972e-08		1.432e-01
This study	LP-HYS	pmagpy-1.57b	414	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.000e-08		1.472e-01
This study	LP-HYS	pmagpy-1.57b	415	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.034e-08		1.512e-01
This study	LP-HYS	pmagpy-1.57b	416	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.068e-08		1.552e-01
This study	LP-HYS	pmagpy-1.57b	417	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.096e-08		1.592e-01
This study	LP-HYS	pmagpy-1.57b	418	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.127e-08		1.632e-01
This study	LP-HYS	pmagpy-1.57b	419	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.157e-08		1.672e-01
This study	LP-HYS	pmagpy-1.57b	420	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.179e-08		1.712e-01
This study	LP-HYS	pmagpy-1.57b	421	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.206e-08		1.752e-01
This study	LP-HYS	pmagpy-1.57b	422	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.229e-08		1.792e-01
This study	LP-HYS	pmagpy-1.57b	423	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.255e-08		1.832e-01
This study	LP-HYS	pmagpy-1.57b	424	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.270e-08		1.872e-01
This study	LP-HYS	pmagpy-1.57b	425	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.281e-08		1.912e-01
This study	LP-HYS	pmagpy-1.57b	426	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.306e-08		1.952e-01
This study	LP-HYS	pmagpy-1.57b	427	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.326e-08		1.992e-01
This study	LP-HYS	pmagpy-1.57b	428	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.342e-08		2.032e-01
This study	LP-HYS	pmagpy-1.57b	429	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.357e-08		2.072e-01
This study	LP-HYS	pmagpy-1.57b	430	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.370e-08		2.112e-01
This study	LP-HYS	pmagpy-1.57b	431	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.385e-08		2.152e-01
This study	LP-HYS	pmagpy-1.57b	432	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.404e-08		2.192e-01
This study	LP-HYS	pmagpy-1.57b	433	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.405e-08		2.232e-01
This study	LP-HYS	pmagpy-1.57b	434	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.422e-08		2.272e-01
This study	LP-HYS	pmagpy-1.57b	435	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.430e-08		2.312e-01
This study	LP-HYS	pmagpy-1.57b	436	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.444e-08		2.352e-01
This study	LP-HYS	pmagpy-1.57b	437	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.449e-08		2.392e-01
This study	LP-HYS	pmagpy-1.57b	438	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.455e-08		2.432e-01
This study	LP-HYS	pmagpy-1.57b	439	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.475e-08		2.472e-01
This study	LP-HYS	pmagpy-1.57b	440	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.483e-08		2.512e-01
This study	LP-HYS	pmagpy-1.57b	441	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.487e-08		2.552e-01
This study	LP-HYS	pmagpy-1.57b	442	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.498e-08		2.592e-01
This study	LP-HYS	pmagpy-1.57b	443	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.505e-08		2.632e-01
This study	LP-HYS	pmagpy-1.57b	444	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.514e-08		2.672e-01
This study	LP-HYS	pmagpy-1.57b	445	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.520e-08		2.712e-01
This study	LP-HYS	pmagpy-1.57b	446	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.529e-08		2.752e-01
This study	LP-HYS	pmagpy-1.57b	447	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.531e-08		2.792e-01
This study	LP-HYS	pmagpy-1.57b	448	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.536e-08		2.832e-01
This study	LP-HYS	pmagpy-1.57b	449	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.538e-08		2.872e-01
This study	LP-HYS	pmagpy-1.57b	450	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.539e-08		2.912e-01
This study	LP-HYS	pmagpy-1.57b	451	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.545e-08		2.952e-01
This study	LP-HYS	pmagpy-1.57b	452	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.551e-08		2.992e-01
This study	LP-HYS	pmagpy-1.57b	453	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.553e-08		3.032e-01
This study	LP-HYS	pmagpy-1.57b	454	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.560e-08		3.072e-01
This study	LP-HYS	pmagpy-1.57b	455	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.562e-08		3.112e-01
This study	LP-HYS	pmagpy-1.57b	456	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.559e-08		3.151e-01
This study	LP-HYS	pmagpy-1.57b	457	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.567e-08		3.191e-01
This study	LP-HYS	pmagpy-1.57b	458	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.566e-08		3.231e-01
This study	LP-HYS	pmagpy-1.57b	459	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.572e-08		3.271e-01
This study	LP-HYS	pmagpy-1.57b	460	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.579e-08		3.311e-01
This study	LP-HYS	pmagpy-1.57b	461	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.575e-08		3.351e-01
This study	LP-HYS	pmagpy-1.57b	462	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.577e-08		3.391e-01
This study	LP-HYS	pmagpy-1.57b	463	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.575e-08		3.431e-01
This study	LP-HYS	pmagpy-1.57b	464	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.581e-08		3.471e-01
This study	LP-HYS	pmagpy-1.57b	465	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.579e-08		3.511e-01
This study	LP-HYS	pmagpy-1.57b	466	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.581e-08		3.551e-01
This study	LP-HYS	pmagpy-1.57b	467	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.577e-08		3.591e-01
This study	LP-HYS	pmagpy-1.57b	468	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.581e-08		3.631e-01
This study	LP-HYS	pmagpy-1.57b	469	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.574e-08		3.671e-01
This study	LP-HYS	pmagpy-1.57b	470	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.578e-08		3.711e-01
This study	LP-HYS	pmagpy-1.57b	471	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.578e-08		3.751e-01
This study	LP-HYS	pmagpy-1.57b	472	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.577e-08		3.791e-01
This study	LP-HYS	pmagpy-1.57b	473	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.576e-08		3.831e-01
This study	LP-HYS	pmagpy-1.57b	474	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.577e-08		3.871e-01
This study	LP-HYS	pmagpy-1.57b	475	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.578e-08		3.911e-01
This study	LP-HYS	pmagpy-1.57b	476	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.576e-08		3.951e-01
This study	LP-HYS	pmagpy-1.57b	477	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.573e-08		3.991e-01
This study	LP-HYS	pmagpy-1.57b	478	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.570e-08		4.031e-01
This study	LP-HYS	pmagpy-1.57b	479	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.568e-08		4.071e-01
This study	LP-HYS	pmagpy-1.57b	480	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.567e-08		4.111e-01
This study	LP-HYS	pmagpy-1.57b	481	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.561e-08		4.151e-01
This study	LP-HYS	pmagpy-1.57b	482	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.566e-08		4.191e-01
This study	LP-HYS	pmagpy-1.57b	483	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.558e-08		4.231e-01
This study	LP-HYS	pmagpy-1.57b	484	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.563e-08		4.271e-01
This study	LP-HYS	pmagpy-1.57b	485	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.558e-08		4.311e-01
This study	LP-HYS	pmagpy-1.57b	486	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.557e-08		4.351e-01
This study	LP-HYS	pmagpy-1.57b	487	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.557e-08		4.391e-01
This study	LP-HYS	pmagpy-1.57b	488	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.550e-08		4.431e-01
This study	LP-HYS	pmagpy-1.57b	489	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.548e-08		4.471e-01
This study	LP-HYS	pmagpy-1.57b	490	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.550e-08		4.511e-01
This study	LP-HYS	pmagpy-1.57b	491	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.545e-08		4.551e-01
This study	LP-HYS	pmagpy-1.57b	492	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.542e-08		4.591e-01
This study	LP-HYS	pmagpy-1.57b	493	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.542e-08		4.631e-01
This study	LP-HYS	pmagpy-1.57b	494	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.537e-08		4.671e-01
This study	LP-HYS	pmagpy-1.57b	495	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.536e-08		4.711e-01
This study	LP-HYS	pmagpy-1.57b	496	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.530e-08		4.751e-01
This study	LP-HYS	pmagpy-1.57b	497	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.526e-08		4.791e-01
This study	LP-HYS	pmagpy-1.57b	498	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.524e-08		4.831e-01
This study	LP-HYS	pmagpy-1.57b	499	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.522e-08		4.871e-01
This study	LP-HYS	pmagpy-1.57b	500	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.517e-08		4.911e-01
This study	LP-HYS	pmagpy-1.57b	501	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.513e-08		4.951e-01
This study	LP-HYS	pmagpy-1.57b	502	u	273		273	SIO-Maud	unknown	g	m428_loop:LP-HYS		m428_loop		3.509e-08		5.001e-01
